wafer_id,lot_id,tool_id,process_date,exposure_dose,focus_offset,overlay_error,cd_mean,cd_uniformity,resist_thickness,particle_count,contamination_score,die_size,defect_type,failure_pattern,defect_density,yield_percent,pass_fail,yield_loss,risk_status
W0047,LOT-14,LITHO-01,2026-06-03,21.42777206399671,0.28425339053669374,3.8097123651261233,45.79722440908792,1.6683600326672794,98.71169723801303,5,2.1015670259902612,515,Misalignment,None,2.107,83.52,fail,16.48,normal
W0048,LOT-27,LITHO-03,2026-04-25,21.44385455506946,0.0890201979581136,2.263519794626521,46.11916661158934,1.6777049580733885,95.8366845180452,12,1.003611879721257,740,Misalignment,None,2.473,80.41,fail,19.59,requires review
W0049,LOT-21,LITHO-03,2026-04-11,20.109070403084527,0.17525943204193623,3.4497228759573093,45.580778752741836,1.7110523986993367,104.3348724669914,3,1.085582061566536,515,Particle,None,1.336,86.93,pass,13.07,normal
W0050,LOT-24,LITHO-01,2026-04-27,19.76400229456253,0.22355279942648598,2.450123595897439,44.6870058499145,1.3693068721116413,104.39870564665516,6,1.7149838282562118,560,Etch Residue,None,1.661,87.49,pass,12.51,normal
W0051,LOT-23,LITHO-01,2026-03-15,21.55095996870833,0.20341787695281247,2.8740724012746135,42.47077273486272,2.2424001909217837,103.82491637954472,8,1.3079456487482848,560,Misalignment,Scratch,2.765,79.04,fail,20.96,requires review
W0052,LOT-06,LITHO-02,2026-05-01,21.653248801294065,0.11053785188027225,1.692772263937593,45.92308344964455,1.5820508907687343,103.54936780454855,6,0.3601031506199206,710,Etch Residue,None,1.34,89.31,pass,10.69,normal
W0053,LOT-11,LITHO-04,2026-05-23,20.438657339267664,0.1077024684734789,1.602368544188812,46.466074399461114,0.8481303365813218,100.78194656231732,5,1.9811049238270446,515,Misalignment,None,1.238,90.04,pass,9.96,normal
W0054,LOT-15,LITHO-03,2026-05-18,19.977090526399905,0.09353890320237047,2.5217941685104917,45.77347009438078,1.1491684889818239,104.992434276665,4,1.1075741433664612,515,Misalignment,None,1.383,85.0,pass,15.0,normal
W0055,LOT-15,LITHO-04,2026-04-21,21.05446915155396,-0.19752078141846782,2.8919872697257207,43.944429087158994,0.8908239538402646,101.82687911833274,2,1.254987598732896,710,Misalignment,None,0.943,91.02,pass,8.98,normal
W0056,LOT-02,LITHO-04,2026-01-11,21.51196102449279,0.12613016823472542,2.228179551400324,45.80855327240131,1.5060671202029576,100.14896846890232,11,0.7304158638414961,515,Particle,Edge-Loc,2.328,79.46,fail,20.54,requires review
W0057,LOT-17,LITHO-02,2026-05-11,21.988676987338874,-0.24404651480277972,1.299524665441412,46.03263564955373,1.4573681715813331,100.81481301342949,7,4.357088542300152,560,Misalignment,Loc,2.516,79.22,fail,20.78,requires review
W0058,LOT-05,LITHO-03,2026-03-07,21.283963664655797,-0.1430279019225099,1.2478191435974713,46.870579497358904,1.3360510057351898,109.67843085534815,8,2.532254677365796,600,Particle,None,1.743,84.51,fail,15.49,normal
W0059,LOT-23,LITHO-01,2026-05-14,20.79555581687787,0.23464171220545574,1.2010045184696314,43.94866809092645,2.20382413934018,95.40709088822736,2,5.036378727162482,600,Misalignment,Edge-Loc,1.909,78.44,fail,21.56,requires review
W0060,LOT-21,LITHO-01,2026-04-08,20.508778158128326,0.15123962928495555,0.9626645209424336,44.72825449854703,1.6921440059269188,103.89919479632404,8,1.3704340988231063,515,Etch Residue,Center,2.097,81.75,fail,18.25,requires review
W0061,LOT-28,LITHO-04,2026-06-08,21.00629821041886,0.26773169214345527,2.2766397516129615,45.89672646137215,1.754134426506217,95.61938037502988,8,2.6274473737289723,530,Particle,Loc,2.072,79.53,fail,20.47,requires review
W0062,LOT-23,LITHO-03,2026-03-02,20.83540441286311,-0.0489013890637126,2.9875307451956177,45.06889208572579,1.174124279220264,101.5887133143727,5,2.0047715952683496,740,Particle,Center,1.904,76.62,fail,23.38,requires review
W0063,LOT-11,LITHO-01,2026-06-17,20.44171265184915,-0.20740479142981816,2.190608949152634,43.65920687753847,1.1502992880341458,100.35221555641408,12,1.0344083514996782,530,Etch Residue,None,2.198,89.96,pass,10.04,normal
W0064,LOT-30,LITHO-03,2026-06-02,22.12681560797481,-0.04327869547266171,0.6177096698635036,45.497539542032044,1.5128819246839342,94.07689247261646,6,1.3601862648445024,515,Misalignment,Edge-Ring,1.381,83.13,fail,16.87,normal
W0065,LOT-13,LITHO-03,2026-03-01,21.981842621139673,0.018365633503303357,2.066467677765816,45.6943939605782,1.560552498878279,103.4783428436483,9,2.52916682531035,515,Scratch,Loc,2.285,78.59,fail,21.41,requires review
W0066,LOT-10,LITHO-04,2026-03-28,21.624826775955487,0.014217968941201743,2.086040702357175,45.1055554755972,0.85029095150994,100.55585536366965,5,0.7295344368972282,530,Pattern Collapse,Center,1.494,83.45,fail,16.55,normal
W0067,LOT-28,LITHO-03,2026-04-06,20.49353228120498,0.2040624861762063,3.6671991251578078,45.263501912615936,1.436892542002663,94.02301589826727,5,3.258475178991389,740,Pattern Collapse,Scratch,2.534,75.9,fail,24.1,requires review
W0068,LOT-12,LITHO-02,2026-05-19,21.470260628363505,-0.06502867650062019,1.1800034609563108,44.689552917977124,1.5049252290057267,105.19035874494216,7,1.8934765246699237,530,Misalignment,Near-full,2.843,57.88,fail,42.12,requires review
W0069,LOT-03,LITHO-02,2026-05-05,21.351794525223845,0.06336620492452637,1.926525678180563,46.77393472285927,1.424697791980105,107.45302347635796,9,2.9878278196456467,515,Particle,None,2.285,81.82,fail,18.18,requires review
W0070,LOT-15,LITHO-02,2026-06-03,21.24340009331223,-0.17795288689822908,3.394096876381195,43.91916937954479,1.2153133556786633,107.66247250072698,3,2.196100428408498,560,Etch Residue,Loc,2.023,79.4,fail,20.6,requires review
W0071,LOT-24,LITHO-03,2026-03-08,21.68731589687408,0.08105711004788634,2.514984838942584,44.29521508468346,1.311162686327601,103.36403447447559,4,0.4240815059214938,515,Etch Residue,Edge-Loc,1.611,81.04,fail,18.96,requires review
W0072,LOT-06,LITHO-04,2026-04-01,21.349454128573704,0.000559539033414614,2.5943191514614976,45.01318261623303,1.4380992822495213,102.17502092659304,6,1.6702911398920668,515,Etch Residue,Center,1.829,84.91,fail,15.09,normal
W0073,LOT-14,LITHO-02,2026-03-19,21.407007829967384,-0.13496640089121315,2.280209105916715,46.054744833241074,1.5317800082635167,107.04699515940403,5,3.303740409700557,740,Misalignment,Center,2.331,75.63,fail,24.37,requires review
W0074,LOT-04,LITHO-01,2026-06-13,21.350298455854716,-0.04244928519147351,2.4309604770600854,43.20315219588655,1.7116770538926989,108.39305762429237,4,1.8743185396273714,600,Particle,Loc,1.741,83.41,fail,16.59,normal
W0075,LOT-21,LITHO-01,2026-02-24,21.187435274401157,-0.033151634372739894,2.744326671194975,43.427643900281474,1.8782996717328049,106.30756107092738,10,1.7006815334834045,515,Particle,Edge-Loc,2.409,77.49,fail,22.51,requires review
W0076,LOT-15,LITHO-03,2026-04-16,20.019013878657198,-0.04862792328067731,1.6333595767750637,42.55472579071834,1.3969782967654625,98.42215711152676,14,1.8730576973484252,530,Particle,Center,2.912,73.48,fail,26.52,requires review
W0077,LOT-10,LITHO-04,2026-01-22,21.045991592575806,0.318841423608183,2.81464100523574,45.03923427030392,1.3403453313596247,102.76511044221671,3,0.3323676002819224,515,Particle,None,1.246,88.49,pass,11.51,normal
W0078,LOT-07,LITHO-01,2026-06-03,20.694094422632983,-0.017720280415418333,1.238897888180123,43.658033019352146,1.6531794857370072,103.67016134830743,8,3.522649673439587,515,Pattern Collapse,None,2.267,78.62,fail,21.38,requires review
W0079,LOT-17,LITHO-01,2026-03-11,20.296087473297987,-0.04390129983192079,2.429857580982077,44.5385398679785,1.713795720743799,95.12345551811453,15,0.178472674838653,560,Particle,Random,3.016,72.86,fail,27.14,requires review
W0080,LOT-21,LITHO-03,2026-03-03,21.924999140615455,-0.3775411723698255,2.325118674300429,45.79365382787005,1.34802984835939,103.78357050655895,7,3.992033250950808,560,Etch Residue,Edge-Ring,2.653,75.23,fail,24.77,requires review
W0081,LOT-29,LITHO-01,2026-04-15,21.950947437487137,-0.16095732335630591,1.7685948382655248,44.23014873506058,1.7766377169381602,110.63736893872168,4,1.2996571522325404,600,Pattern Collapse,None,1.219,92.02,pass,7.98,normal
W0082,LOT-14,LITHO-04,2026-03-31,21.747571330162586,-0.04735321640214351,2.1841203072720474,45.277538427292036,1.8428548694045905,104.431757430043,6,2.2997240243603985,740,Misalignment,Near-full,2.666,55.86,fail,44.14,requires review
W0083,LOT-05,LITHO-02,2026-06-02,21.14036737927073,-0.1234534817117957,1.764221893134113,44.64079451069794,1.9520902629805357,107.59896970947867,9,0.3034941630837547,515,Misalignment,Loc,2.089,80.25,fail,19.75,requires review
W0084,LOT-25,LITHO-01,2026-04-06,21.742843816523962,0.24870736680800343,1.4498090711967793,45.806537178115725,2.122412317351938,102.69507597448909,12,2.8083647249081705,740,Etch Residue,Center,2.745,72.5,fail,27.5,requires review
W0085,LOT-19,LITHO-04,2026-04-04,21.006629249331002,-0.02968879957131935,1.9524696808704491,45.57015368081761,1.1967543514691963,101.72177036886148,10,2.504520374872297,560,Particle,None,2.074,87.06,pass,12.94,normal
W0086,LOT-22,LITHO-01,2026-01-19,21.11153850229378,0.23191996487728542,1.4272079552398371,44.16967956459047,1.504864373266379,103.44883128230771,6,2.40508601693393,515,Misalignment,Center,2.243,75.58,fail,24.42,requires review
W0087,LOT-03,LITHO-02,2026-01-04,20.398590746245908,0.011106834129066243,2.425958224865274,44.79761789591946,1.503947193816531,98.89985873765916,13,0.2891763546850658,710,Scratch,None,2.044,86.69,pass,13.31,normal
W0088,LOT-10,LITHO-01,2026-03-13,21.21834521747436,0.006701010555883794,1.3949401540933457,46.25249207726459,1.4656742510136223,98.33765428850933,7,0.9277645720666695,515,Etch Residue,None,1.426,90.85,pass,9.15,normal
W0089,LOT-24,LITHO-01,2026-06-29,21.03321226063343,-0.01598336058825017,2.698383916093736,45.47205224430492,1.2727579781364524,106.81195731724358,3,2.2038880680852966,560,Scratch,Edge-Loc,1.903,80.29,fail,19.71,requires review
W0090,LOT-25,LITHO-01,2026-06-15,20.283541335741045,0.0006833252918626438,1.3729646524498262,43.32364553069864,0.9800532988691251,107.21490090289277,5,3.4620207045414064,600,Pattern Collapse,Random,1.948,73.74,fail,26.26,requires review
W0091,LOT-14,LITHO-01,2026-04-24,20.971841588500872,0.30938310054897467,1.8035935590932959,45.78674167340566,1.5324378061101513,98.23379600076807,9,0.8194039384094741,515,Misalignment,None,1.832,83.22,fail,16.78,normal
W0092,LOT-25,LITHO-01,2026-04-24,20.956148739878756,-0.4175299308152193,1.762777614249375,43.698467253076515,1.2310755191582308,105.67839545730469,10,0.8382541878089349,710,Etch Residue,Near-full,3.386,57.95,fail,42.05,requires review
W0093,LOT-26,LITHO-01,2026-03-12,21.988658641654553,-0.3602782339989622,3.127602710212387,46.69501568395321,1.5300977182616688,101.66955209269712,7,2.1075635022186927,515,Etch Residue,Random,2.588,70.95,fail,29.05,requires review
W0094,LOT-12,LITHO-03,2026-02-01,21.491817330682377,-0.09777074959010049,2.4312029619316147,46.22891860780923,1.2220847604054013,103.29127258306363,3,6.731210890776479,710,Etch Residue,None,2.589,78.52,fail,21.48,requires review
W0095,LOT-27,LITHO-03,2026-01-02,21.006294991500305,0.0026150187487623986,2.0517863382189243,45.347862571102084,1.1151195789544806,103.74883082985325,7,1.0488042080615756,515,Etch Residue,None,1.843,86.31,pass,13.69,normal
W0096,LOT-09,LITHO-02,2026-03-02,21.136833020390597,0.12421879645752222,2.5491036087488066,45.188679412123435,1.5820044261319142,105.7785317788724,3,1.2879761344564264,515,Etch Residue,Edge-Ring,1.608,84.63,fail,15.37,normal
W0097,LOT-08,LITHO-02,2026-02-26,21.02431680795731,0.08515569564494553,0.7249653568692187,44.7491612927671,1.5528225343822735,102.31432916708012,7,1.1493903825653913,530,Scratch,Edge-Ring,1.208,87.75,pass,12.25,normal
W0098,LOT-21,LITHO-02,2026-02-04,20.88839730836245,-0.06916426431850263,2.169806487251365,45.81422874168003,1.7027486899623265,107.35861558214735,5,1.55418553174539,710,Misalignment,None,1.396,85.89,pass,14.11,normal
W0099,LOT-20,LITHO-04,2026-02-16,20.40466504143644,0.18342786478351722,3.598259924463334,44.55506619664553,2.265052318246169,103.17576879108772,8,3.6374977854164543,515,Etch Residue,Edge-Loc,2.931,71.44,fail,28.56,requires review
W0100,LOT-05,LITHO-04,2026-01-05,20.91692146731619,0.18543517256749156,2.292642554481871,45.282683844767874,1.5970513359237963,104.37190023538422,5,1.6140539634412654,740,Particle,Edge-Loc,1.613,84.42,fail,15.58,normal
W0101,LOT-25,LITHO-01,2026-04-20,20.589645958841118,0.03313040962888179,2.247539218418535,46.04632123982334,1.6697786184724452,98.83360215215846,6,7.133662271562983,515,Etch Residue,Edge-Ring,2.816,71.51,fail,28.49,requires review
W0102,LOT-06,LITHO-01,2026-06-16,20.31232645359227,0.17327836304763142,2.5836898657495375,44.32583214776929,1.1228535348964361,110.20290424067836,5,1.8277008955320813,530,Etch Residue,Edge-Ring,1.983,74.99,fail,25.01,requires review
W0103,LOT-25,LITHO-01,2026-05-05,21.281171998001145,0.049076147417783184,2.826923670320042,44.260568712011164,1.049582395812269,103.78533470817887,6,3.861418201965264,530,Scratch,None,2.475,81.74,fail,18.26,requires review
W0104,LOT-01,LITHO-01,2026-03-22,21.21519556296328,-0.10106694482091905,0.8017733149770985,43.56676142313065,2.053990306370667,104.70939021631138,17,1.3604834618934434,515,Misalignment,None,2.388,80.92,fail,19.08,requires review
W0105,LOT-24,LITHO-03,2026-03-17,20.017310868747558,0.12560703102000084,1.0223714627462814,43.722632704648596,1.1767820770233437,95.88889391739615,13,0.6042572944892645,740,Misalignment,None,1.892,87.55,pass,12.45,normal
W0106,LOT-24,LITHO-02,2026-02-25,20.93252344937768,0.019910362064161986,2.3472039037603025,42.805925626270195,1.1346195749859753,98.87373231229941,6,1.6121523791493189,530,Misalignment,Random,2.096,80.35,fail,19.65,requires review
W0107,LOT-24,LITHO-01,2026-01-26,21.54763576224496,0.00024117241580764724,1.6995864066717434,45.87579454681863,1.4863153775742064,106.70395801409117,5,2.4290183480519785,600,Particle,Random,2.076,76.91,fail,23.09,requires review
W0108,LOT-20,LITHO-02,2026-04-18,21.582573056392977,0.2651316429941234,3.11841768355394,47.170697450499325,1.4684326553179141,103.0901862495119,8,0.9344245621162313,560,Particle,Loc,2.206,82.29,fail,17.71,normal
W0109,LOT-15,LITHO-02,2026-04-12,21.56421026358688,-0.4411569831372156,1.9793779270803435,46.71039473216437,1.1841227227448479,94.72763700765009,4,3.4809809926398727,560,Pattern Collapse,None,2.083,83.3,fail,16.7,normal
W0110,LOT-22,LITHO-01,2026-01-02,21.021402263795803,-0.25518315062872254,0.8458284850008178,43.04869861364818,1.393259373450415,105.94550173013852,12,1.1924889902659441,560,Particle,Center,2.18,82.69,fail,17.31,normal
W0111,LOT-09,LITHO-04,2026-03-16,20.535225069616967,-0.2136726767473866,1.3123902582092022,45.86982560586744,1.9302815011775365,99.93362534345965,9,0.7306683854403438,740,Pattern Collapse,None,1.729,84.71,fail,15.29,normal
W0112,LOT-24,LITHO-01,2026-02-20,20.403965644953068,-0.065386916562385,0.27522678625859753,46.706527619908265,1.2179022369088708,107.36300454633151,4,6.31041626829871,600,Particle,None,2.036,81.66,fail,18.34,requires review
W0113,LOT-17,LITHO-04,2026-01-31,21.189532697612698,-0.04582947055788542,2.0361121239019613,44.451828023113606,1.01221463047184,101.66622442130594,7,0.8953716911496292,560,Etch Residue,None,1.564,89.22,pass,10.78,normal
W0114,LOT-14,LITHO-01,2026-05-07,21.20860401890084,-0.2713186165991485,2.0681311109149316,45.12173691678006,1.8299077673149273,102.77788540687801,3,1.1658005515810381,600,Misalignment,Loc,1.709,82.44,fail,17.56,normal
W0115,LOT-16,LITHO-04,2026-04-05,21.708032111382785,-0.17732844581594873,1.9028761031526717,42.59052833903439,1.672303919178313,106.48002739864826,8,2.6978588061472792,560,Etch Residue,None,2.095,86.15,pass,13.85,normal
W0116,LOT-18,LITHO-04,2026-04-25,21.604988807688144,-0.15495150213424264,2.9552153273208175,45.32008340157197,1.2828184827729685,98.58952671075228,9,1.3259642222404728,530,Etch Residue,Edge-Loc,2.483,77.07,fail,22.93,requires review
W0117,LOT-02,LITHO-04,2026-05-09,20.927274238907856,0.4423363365736605,3.0389638855616856,43.72372832467834,0.9462415443555787,98.22718213023103,10,0.7533177012181894,600,Etch Residue,Scratch,2.526,82.19,fail,17.81,normal
W0118,LOT-05,LITHO-04,2026-06-26,20.31568676662652,0.32431355059448636,2.0807281036507224,45.23956202149382,1.239381825246503,101.2533060024872,7,1.079030939766037,530,Scratch,Edge-Loc,2.044,85.81,pass,14.19,normal
